,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,iqa,q00,q10,q11c,q11s,q20,q21c,q21s,q22c,q22s,q30,q31c,q31s,q32c,q32s,q33c,q33s,q40,q41c,q41s,q42c,q42s,q43c,q43s,q44c,q44s
0,2.536704480439663,2.73143554327378,2.1664395727327554,4.595749069896444,1.678366956413095,-0.5952957005848007,6.961305302525135,1.4934096936562309,-0.3884019510705342,5.652344920024906,2.0558778711547316,-0.596133910307946,4.921527877691414,1.4983252720024915,-1.00831669885227,9.42148714882615,1.5462234363176453,-0.5146472053727212,4.383982981227309,1.4840444660122585,0.4524257355922013,10.505487959351123,1.6198027512360806,-0.7190463397209477,11.38118152611355,1.4425682876847177,-0.33422819759386163,3.9197448120351726,1.088884269078746,1.9680474199570135,4.094597433495022,1.6403915183478175,2.6476971096647937,3.791354859526963,1.9863910550932176,1.8537554139307435,12.859423739955313,1.554967449546652,-0.29002404083206335,12.72094969209392,1.321130748382425,-0.4101657588336701,10.833997532518916,1.4028457719524285,-0.15028781585753512,7.1028779989124535,1.4025221419189273,-0.13135229121134762,1.9321190598221247,1.7943176003358907,-2.0089517963655417,-54.982584081,-1.2550710937,-0.01652099146152619,-0.19920536112295673,0.08689096672459626,-1.1197735983229646,0.11606548189777642,0.33117683553233423,-0.196788609835555,-0.07065059162211786,0.5498443549390075,-0.3045498674960259,1.1267241838578732,0.38257326228462857,-0.20571887939854497,0.6764929528205181,0.11604849942092399,-1.2367960937565194,-0.5830660267590797,-0.34081754289923,0.23411422261532694,-1.6836395989308222,-1.1995692165527423,0.1654170463005867,-0.32764384187316287,-1.3585095539960237
1,2.5822566537726694,2.6930573246292475,2.155624172892453,4.674148484483316,1.7769698354953722,-0.5825943291360307,6.976310945520058,1.6678908088607494,-0.3209885329518817,5.058466833959384,2.2250695301575916,-0.6449254641040701,5.272156750741685,1.5767202812431997,-0.9359227810792888,9.378985893730702,1.6996565545309559,-0.4557201778419485,4.220816580872925,1.3231100853265558,0.3993397984130801,10.373217974765977,1.7856621213616362,-0.6480412778081752,11.558185595333267,1.5789691978113531,-0.3223896694816662,3.9227291748113973,1.4503097246778085,2.6686396204909957,4.05628955078157,2.069406581065387,1.959725582674954,3.684208054692902,1.1128493932432355,1.7658087660811705,13.166459170794504,1.5790226884647698,-0.4334847995479944,11.435317752288604,1.4147184843046632,-0.24160924788245122,12.536068571615541,1.688764815881644,-0.20653231892907098,7.211799543665393,1.469998828756304,-0.14106066965485878,1.8700059947610022,1.607173962362312,-2.074628788143468,-54.965606758,-1.2587499891,0.04055786493914776,-0.10382802432695716,0.07191106911654604,-1.2556024943522994,-0.0030997117028954357,0.22395870379998392,-0.07805016943854146,0.007695676085054639,0.0795370836579579,0.12988432948877407,1.3641803560495784,0.1543145409239006,0.5442697537095611,0.8524038237714039,0.0076118287787535314,-0.962253044269002,0.028663821418426196,0.39619232863327275,0.7104248303218867,-2.496129880073805,-0.24685436978833614,0.08099204683803375,-0.6724746039504238,-1.47732624240133
2,2.532093400014535,2.7703256119081217,2.2068337835730376,4.527836662516744,1.6397208601744504,-0.6623452460754168,7.090173378341829,1.6189870834712181,-0.4198590560993256,5.051509425804522,1.997170451866298,-0.9115567844328707,5.056175832708942,1.3228928587644808,-0.9493673539248394,9.451170315496613,1.6722816194303358,-0.5411290729192386,4.291827240006333,1.5833552866267286,0.46331447580219703,10.380405840997742,1.7188867062582447,-0.7547442813557366,11.714411696096496,1.6863594460128772,-0.3573683889846003,4.16233104225466,1.9533018034181353,2.4648777136916022,3.937472380782833,1.64823814145857,1.7088082614463842,4.033294945855701,1.1462093663636779,2.4789014927791233,13.218512191712218,1.7647729163563612,-0.41817614670420017,12.50731070049643,1.5281308627795738,-0.3294350773194436,11.42959403983095,1.7805185509316805,-0.2070869870831396,7.3248793102535625,1.5927955278070531,-0.16138025252084698,1.827852677277106,1.5649641433510837,-2.0454047567056413,-54.977164094,-1.2539690384,-0.0028751798602097978,-0.22793430526183028,0.06794731855924933,-1.2464753787299836,-0.04092805709133155,0.02755687704481653,-0.18751418972645056,-0.0650237503372581,-0.01279135395015502,-0.3949792240652024,0.8549296325436947,0.060655652835819876,0.04960784782025429,0.6659313389673851,0.17389617269198754,-1.2762194849531414,-0.27505613197829143,0.3423186057923882,1.2860367273705664,-2.384689350061558,0.2398906184954473,0.03693424606102953,-0.7591316908813031,-1.4214764409763392
3,2.6273969612489045,2.7736274680793533,2.1360804735810834,4.519588505283779,1.5089431022451414,-0.6170613812309256,7.026339241681848,1.4184623381019312,-0.39635786482814106,5.269453119112941,1.8673847296995585,-0.8002114412565755,4.60144394981662,1.2022701714454842,-0.9682990024581641,9.607464306662866,1.4091692297793572,-0.5117236126199964,4.3405923334564,1.6322005993318796,0.45261013927019317,10.472089707639956,1.441624415234526,-0.7240192969207865,11.796320954602015,1.397018574491251,-0.3236190025332335,3.7851101270842276,1.0301253779576995,2.3867168388484026,4.025009747311974,1.981199678914625,2.472332809404983,4.062218957722879,1.635698371593629,1.6562005744168995,11.429166299859041,1.3431234515421364,-0.15310568866941163,13.138376896055217,1.520795310190945,-0.3037678699399087,12.944532699565539,1.2662921879235658,-0.37073824469740346,7.273766510787488,1.360038459670506,-0.13178599032351235,1.8400664252557082,1.381988689805189,-1.9150826073802059,-54.96154738,-1.1660590456,0.0367895481683407,-0.11481549860557735,0.08200364748382541,-1.2856266940256198,-0.14553296032015434,-0.27416979509473294,-0.054551158172835776,-0.1579661272386516,-0.3774889344731977,-0.6271135605341556,0.9688865104904619,-0.4004647022364292,0.032328861008092534,0.7278389202458683,0.4612832741953777,-1.730629385274601,-0.07191421149135105,0.6536781107357761,1.5274815146914433,-2.3527394698668394,1.1028977594042941,0.34390812751210303,0.0711580945464402,-1.5792715062995446
4,2.636695540132005,2.7146742984959418,2.2823576443860207,4.536795217407721,1.718272937716031,-0.6117197135348511,6.897419107215059,1.5903634098197854,-0.38054467901048916,5.237900204548752,2.1159064079098933,-0.6799357048124204,4.882057633387186,1.5053023558365177,-0.9528975398418377,9.356810211898061,1.6713412691616538,-0.4533582682466402,4.423159047420804,1.5089853189495055,0.4049567510353001,10.333843255670194,1.8490575702519045,-0.5953351111515846,11.448602243176682,1.5372619146829571,-0.32692757579098636,3.9119804828526457,2.004194163858565,2.570728396542781,3.8685943332703956,1.6271292179510566,1.7574222008248308,4.045421703634667,1.1495054634069302,2.533673552976506,11.706766309613302,1.3732760969342477,-0.40032129382438675,11.213025494880796,1.5231002136914449,-0.14205638905391663,13.269337462796955,1.612332771895838,-0.35438285042017853,7.240602755631594,1.4078510303990992,-0.17918057073164065,1.9033304367029942,1.9517517616361302,-1.819287722825723,-54.969119783,-1.1676474477,-0.0553445464032523,-0.0734158950468731,0.06358129095517423,-1.1523057503828116,0.1711968821833944,0.5873523740428301,0.01572586927825553,-0.21611822814876616,0.639602975765308,-0.7589054201789638,0.4736791126500716,0.6770373743851258,-0.21484880147784732,0.4554563951879765,0.4121565228250953,-2.029901814893112,-0.5164148031176868,-0.12446865737321508,1.4383467690730247,-1.3822575193116617,-1.707288956416413,-0.7895532901937575,0.7783806611535914,-1.0697706049853166
5,2.5874491485425817,2.6830091811612453,2.2017621764824615,4.58893290153402,1.4481670615215738,-0.6177500436735968,6.899941061867037,1.4501113404739898,-0.3169828637141864,5.320720493292696,1.7619501612732948,-0.8850286878270616,5.22216131626982,1.0868432070101373,-0.7922621304791688,9.234386850419313,1.3097150578541112,-0.39332991395890865,4.361817052933784,1.6941776186900468,0.4198295675561905,10.184448926904931,1.3083003953911019,-0.6141926585517905,11.255946338795516,1.3292944607284807,-0.17612529969398377,3.9960353638352513,1.9704340336453523,1.9173956370109466,4.059626574786304,1.14220522022461,2.0145491831467868,3.665610367161956,1.648730178954169,2.7775617051592127,12.891532448517811,1.4037478063788054,-0.24934830138268937,12.040692088513321,1.1721415680301681,-0.09110521144533289,10.96999025007666,1.4366743565347488,-0.028839592183530872,6.919208680234331,1.5259709939255235,-0.056117044937312045,1.8943795179696539,1.2414633431096809,-1.9969682187780406,-54.975072468,-1.2297669636,0.02201143052424803,-0.13876970797125418,0.030034159192444468,-1.1517455610229652,-0.15640680768657056,-0.5044202157886595,0.03730547750419969,-0.11077463426527254,-0.5706271895684186,-0.27803154141511754,0.8068542770290544,-0.5547090536526286,0.23269497756096397,0.5199841534661822,0.20447027717804758,-1.8218004561794248,0.31312044532273997,0.5334006264579253,0.1616960323650916,-1.438195008357039,2.032185106521636,0.18796986531313245,-0.00541463385549097,-0.9062914690469337
6,2.684319888375119,2.7911414883044605,2.173086112606626,4.581731721659745,1.8233112371695523,-0.5748258138471053,7.00583896757003,1.7506075068905527,-0.34279129500434685,4.814061648533678,2.2348294752674924,-0.6653768164703453,5.2181001969067085,1.5382022418747867,-0.8928040421606216,9.44968961118288,1.7916861927800658,-0.4694283981990936,4.414889640692999,1.4092196182838703,0.4079913656532198,10.351593758706944,1.7917914059106281,-0.6905017766466776,11.636017632780211,1.7626281217640642,-0.2781188231076597,4.001411525592315,1.2834169084966125,2.5779538696747313,3.9307121252014254,2.076301958845164,2.2447604789946682,4.097461849543986,1.357351182348383,1.7475547082594975,13.336028814922605,1.8017433442344581,-0.3652513446246979,11.829589901511403,1.5938463843505128,-0.21688404371669456,11.65431489838504,1.8692893494115101,-0.1291029394287003,7.323883464215594,1.6237685341662058,-0.10588138945748721,1.8647403366186166,1.8529805349641795,-1.87634682128986,-54.959991151,-1.1112934261,-0.04521874266352921,-0.05128792554836656,0.09510858516551142,-1.2867007917977815,0.13344062607214344,0.49756837610876065,0.029918757035822464,-0.20317578441812562,0.413554631348142,-0.3693951313312902,0.7752095863786902,0.6381083996253414,0.15677626975707565,0.8352994734478382,0.4327039538271133,-1.7052476915935753,-0.36045045819381694,-0.36652431102927135,1.3522462870964336,-2.020717182729468,-1.683657824657316,-0.5442542579117224,0.4136033745730772,-1.4253816255110139
7,2.6218416075310875,2.815114175537818,2.200119283937387,4.450981041160528,1.760598099394778,-0.6163191457567688,6.840378956283351,1.7028074941529197,-0.3539342841425536,4.902610291193985,2.1647370287540895,-0.7728177227198257,5.041125609903077,1.4888356108049183,-0.9219367224632429,9.169538697381274,1.8357172394826062,-0.45123712952545525,4.420298863770726,1.4293117474863228,0.42768763401490634,9.844666452325251,1.9608694521368402,-0.6583720407411673,11.29060664759661,1.783975574216465,-0.2673816376144714,3.9394775793380257,2.0211701885710998,1.9428326189056382,4.000328844730218,1.1652383377236355,1.864885514547721,4.047185923491817,1.5208573087511723,2.712839720765645,12.01954315810736,1.61927455558669,-0.24964332823794963,11.514084574012294,1.8440306377700455,-0.08892181260340054,13.002129616976639,1.865917640307812,-0.349279758202206,7.240606938362666,1.5351834283486085,-0.1393088977706857,1.867687191682499,1.6977109316820336,-1.9302812852909415,-54.962729449,-1.1542882175,-0.01794145179881009,-0.11726862382404023,0.09826310397170815,-1.3250665731834825,0.041245681026893716,0.28810613832982007,-0.12285169243560075,-0.16564700597067453,0.25993385804205366,-0.07187080001392233,1.1089265217250108,0.34226774271290694,0.26190925252887826,0.7986412355085756,0.30143083091870426,-1.3394387031931028,-0.40918218729792544,0.1536424466644333,0.5812954562731752,-2.3680296509851004,-0.6667384147003481,-0.0651561668201308,0.13101136741659283,-1.517304272895194
8,2.625388023703027,2.7938826033535826,2.1365834222180546,4.430106136058475,1.553389087028886,-0.647151672245249,6.795009791513456,1.4714883935445189,-0.3681501064892393,5.201783120200638,1.8916318863634043,-0.8689565560812428,4.601017080202313,1.1781045261579648,-0.9228961609652704,9.195973958576033,1.523874364126672,-0.4780401403428039,4.367133787984025,1.4631021747739241,0.4548252393377855,10.178013381949103,1.5107382646933378,-0.6930744930460874,11.209547201427503,1.5821227594054557,-0.297281563303351,3.988952253408592,1.1229465852073601,1.9708571415621885,3.8508464298844514,1.6685739636640338,2.644814790379945,4.075950903704502,1.9672209390134527,1.8244814100079103,11.61939477146126,1.7552354632640672,-0.24964180229474436,13.037061998283246,1.5306263503931554,-0.3686708408271013,11.274010769758801,1.4875057304173271,-0.13755940047999562,6.900972988325334,1.4425594693693957,-0.08686009547573569,1.9101186893080548,1.6873466959970895,-2.0943468159442924,-54.967015644,-1.1532276365,0.012483525094203168,-0.11536093888927165,0.08013647396174786,-1.363230177210927,0.10948532730130804,0.14644051551716125,-0.06764174362779558,-0.11735189823984375,0.38423180911474647,-0.05498327325974988,1.0462652528423997,0.021220800114184445,-0.21045358873178266,0.7493937074622388,0.06721918815106685,-1.6830571402962693,-0.08193449269977986,-0.4606152197787892,0.07032286676885859,-2.4158967790498087,-0.9482204887654722,0.4253600535441056,-0.8852920175607101,-1.0735404009045804
9,2.58903445443877,2.7263221088648706,2.22803430588965,4.407667813694561,1.5769907940791428,-0.6401402103307995,6.846568013026414,1.6844804930193906,-0.39709915697986786,4.721136499816524,1.8521451453021074,-1.0109350886039328,5.1366649578072465,1.1938162120373204,-0.7935672598968175,9.35871809415162,1.6480670954634176,-0.48485052535553214,4.235396511415929,1.5584980091742047,0.48860965143608087,10.463056599319799,1.6157835019264135,-0.6953081185232893,11.376312349246332,1.6866755737506407,-0.28683494741876414,3.7552210530671584,2.103324632780695,2.056881212941762,4.122880511022125,1.2978266970221333,1.8695560730927658,3.940472328792223,1.4489986785783104,2.751983991636092,10.73826278881449,1.7585240967622562,-0.12254509892745753,12.960836947296928,1.7698111509481753,-0.34341896801531613,12.160741226093396,1.5249769407151075,-0.24930748513132134,6.947104385800427,1.7408795427449721,-0.12624981867928955,1.9192678631529037,1.433435073203207,-2.06407152860462,-54.967128166,-1.2129579446,-0.016855556899905137,-0.14794425516518325,0.0751990120811488,-1.2954000749723664,-0.0679172396138628,-0.23739337234752858,-0.09003949809367338,-0.06321249654554084,-0.3648145362628249,-0.23487611533466488,1.1548187769855522,0.00895129591056977,0.4989608674065964,0.5790378204932703,0.2009422279580695,-1.6044567504325584,0.6657336722103142,-0.07287816911450982,0.47369459047986623,-2.3150686312832276,0.8669873609819662,-0.20363461781192074,-0.7337534630947071,-1.1876125008238756
